Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Age_Group,Attrition_Flag_Original,Attrition_Flag_Existing Customer
49,M,4,Uneducated,Unknown,$60K - $80K,Blue,44,1,3,2,12375.0,2263,10112.0,1.044,8619.25,106,0.582,0.183,Middle-aged,Existing Customer,1
36,M,2,College,Married,$40K - $60K,Gold,23,1,1,3,23836.25,0,23981.0,0.827,8619.25,120,0.875,0.0,Middle-aged,Existing Customer,1
30,M,0,College,Married,$60K - $80K,Blue,25,2,3,1,19534.0,0,19534.0,0.616,8619.25,118,0.639,0.0,Young,Existing Customer,1
42,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,22993.0,0,22993.0,1.004,7867.0,75,0.786,0.0,Middle-aged,Attrited Customer,0
51,M,2,Unknown,Single,$120K +,Silver,31,2,2,2,23836.25,585,33931.0,0.875,8619.25,104,0.825,0.017,Middle-aged,Existing Customer,1
59,M,1,Unknown,Single,$40K - $60K,Silver,51,2,2,1,15164.0,1071,14093.0,0.9,8619.25,103,0.717,0.071,Older,Existing Customer,1
45,M,4,Graduate,Married,Less than $40K,Blue,36,1,2,3,7231.0,1047,6184.0,0.947,8619.25,115,0.797,0.145,Middle-aged,Existing Customer,1
56,M,2,College,Single,$60K - $80K,Gold,43,2,1,2,23836.25,2022,32494.0,0.761,8619.25,116,0.785,0.059,Older,Existing Customer,1
31,M,2,Graduate,Unknown,$80K - $120K,Silver,22,2,3,2,23836.25,1780,32736.0,0.839,8619.25,98,0.69,0.052,Young,Existing Customer,1
48,F,3,Graduate,Single,$40K - $60K,Blue,42,1,2,3,9215.0,639,8576.0,0.646,8619.25,114,0.754,0.069,Middle-aged,Existing Customer,1
32,M,2,Graduate,Married,$80K - $120K,Blue,36,2,1,2,23836.25,1907,23531.0,0.741,8619.25,104,0.793,0.075,Young,Existing Customer,1
46,F,3,High School,Single,Less than $40K,Blue,36,1,2,2,3759.0,0,3759.0,0.722,8619.25,106,0.767,0.0,Middle-aged,Existing Customer,1
52,F,2,High School,Single,Less than $40K,Blue,36,1,2,3,3029.0,2267,762.0,0.842,8619.25,113,0.823,0.748,Middle-aged,Existing Customer,1
30,F,0,Graduate,Divorced,Less than $40K,Blue,18,5,1,1,4203.0,996,3207.0,0.705,7292.0,68,0.7,0.237,Young,Attrited Customer,0
48,M,4,High School,Married,$80K - $120K,Blue,36,1,1,2,21526.0,1320,20206.0,0.762,8619.25,105,0.875,0.061,Middle-aged,Existing Customer,1
55,F,2,Graduate,Married,Less than $40K,Silver,45,6,3,3,12207.0,0,12207.0,0.319,5838.0,74,1.056,0.0,Middle-aged,Attrited Customer,0
39,F,2,Graduate,Single,Unknown,Silver,35,1,3,3,23836.25,1971,30118.0,0.671,8619.25,121,0.833,0.061,Middle-aged,Existing Customer,1
43,F,3,Unknown,Married,Less than $40K,Blue,27,1,2,2,3541.0,1042,2499.0,0.774,8619.25,123,0.708,0.294,Middle-aged,Existing Customer,1
43,M,4,High School,Married,$40K - $60K,Blue,32,2,2,2,7139.0,1512,5627.0,1.106,8619.25,112,0.75,0.212,Middle-aged,Existing Customer,1
47,F,3,Unknown,Married,Less than $40K,Blue,42,1,2,3,3669.0,2517,1152.0,0.83,8619.25,112,0.836,0.686,Middle-aged,Existing Customer,1
57,M,3,Unknown,Single,$60K - $80K,Blue,51,1,6,1,5859.0,0,5859.0,0.914,8004.0,82,0.708,0.0,Older,Attrited Customer,0
53,M,2,Unknown,Divorced,$80K - $120K,Blue,48,2,1,2,15594.0,1590,14004.0,0.679,8619.25,118,0.616,0.102,Middle-aged,Existing Customer,1
48,M,3,Graduate,Married,$120K +,Gold,36,1,4,2,23836.25,1823,32693.0,1.062,8619.25,108,0.831,0.053,Middle-aged,Existing Customer,1
50,F,2,High School,Single,Less than $40K,Blue,41,2,3,2,6704.0,0,6704.0,0.856,8619.25,103,0.776,0.0,Middle-aged,Existing Customer,1
53,M,3,Uneducated,Married,$60K - $80K,Silver,38,1,3,2,23836.25,871,31546.0,0.911,8619.25,121,0.862,0.027,Middle-aged,Existing Customer,1
48,M,1,Graduate,Single,$80K - $120K,Blue,36,1,3,1,2754.0,2152,602.0,0.821,8619.25,125,0.761,0.781,Middle-aged,Existing Customer,1
41,M,3,Unknown,Married,$60K - $80K,Silver,29,1,3,4,23836.25,0,27945.0,0.902,8345.0,70,1.059,0.0,Middle-aged,Attrited Customer,0
51,M,2,Uneducated,Single,$120K +,Blue,35,1,2,2,23836.25,1068,33448.0,0.966,8619.25,123,0.809,0.031,Middle-aged,Existing Customer,1
51,F,2,Unknown,Married,Less than $40K,Blue,37,1,2,3,7098.0,1829,5269.0,0.557,8619.25,102,0.789,0.258,Middle-aged,Existing Customer,1
39,F,2,College,Single,Less than $40K,Silver,20,1,2,3,12338.0,1277,11061.0,0.828,8619.25,109,0.758,0.104,Middle-aged,Existing Customer,1
51,M,2,High School,Single,$60K - $80K,Blue,42,1,3,2,16703.0,1140,15563.0,0.555,8619.25,122,0.768,0.068,Middle-aged,Existing Customer,1
43,M,2,Uneducated,Married,$80K - $120K,Blue,24,2,2,2,16667.0,1463,15204.0,0.803,8619.25,115,0.797,0.088,Middle-aged,Existing Customer,1
54,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36,1,3,2,18512.0,1664,16848.0,0.889,8019.0,57,0.583,0.09,Middle-aged,Attrited Customer,0
47,M,3,Uneducated,Single,$60K - $80K,Blue,35,2,3,1,14131.0,1333,12798.0,0.767,8619.25,103,0.689,0.094,Middle-aged,Existing Customer,1
51,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,1,3276.0,1474,1802.0,0.759,8619.25,116,0.681,0.45,Middle-aged,Existing Customer,1
38,M,4,Post-Graduate,Single,$80K - $120K,Silver,36,1,3,1,23836.25,1435,33081.0,0.865,8619.25,114,0.839,0.042,Middle-aged,Existing Customer,1
38,F,2,Uneducated,Married,Less than $40K,Blue,28,1,1,2,3629.0,1891,1738.0,0.917,8619.25,113,0.687,0.521,Middle-aged,Existing Customer,1
44,F,4,Unknown,Single,Less than $40K,Silver,36,2,3,3,13067.0,1943,11124.0,0.85,8619.25,118,1.034,0.149,Middle-aged,Existing Customer,1
32,M,3,High School,Single,$40K - $60K,Blue,36,2,2,1,3845.0,1871,1974.0,0.847,8619.25,110,0.803,0.487,Young,Existing Customer,1
41,M,5,Uneducated,Single,$80K - $120K,Blue,32,4,3,3,12094.0,0,12094.0,0.995,8607.0,90,0.957,0.0,Middle-aged,Attrited Customer,0
50,M,3,Graduate,Married,$120K +,Blue,35,1,1,2,23836.25,1638,32878.0,0.761,8619.25,121,0.833,0.047,Middle-aged,Existing Customer,1
60,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,13312.0,1974,11338.0,0.898,8619.25,106,0.656,0.148,Older,Existing Customer,1
38,F,1,Doctorate,Single,Less than $40K,Blue,36,2,2,2,3466.0,2517,949.0,0.699,8619.25,94,0.709,0.726,Middle-aged,Existing Customer,1
59,M,0,High School,Single,$40K - $60K,Silver,52,1,2,1,15223.0,1729,13494.0,0.863,8619.25,111,0.79,0.114,Older,Existing Customer,1
53,M,1,High School,Married,$120K +,Gold,44,1,6,3,23836.25,831,33685.0,0.727,8619.25,107,0.754,0.024,Middle-aged,Existing Customer,1
40,F,2,College,Single,Less than $40K,Blue,36,4,2,3,5989.0,0,5989.0,0.311,5843.0,60,0.176,0.0,Middle-aged,Attrited Customer,0
45,M,5,High School,Divorced,$120K +,Blue,36,2,3,2,5287.0,0,5287.0,0.841,8392.0,69,0.683,0.0,Middle-aged,Attrited Customer,0
53,M,1,High School,Unknown,$40K - $60K,Blue,43,2,1,3,9060.0,0,9060.0,0.775,8619.25,102,0.645,0.0,Middle-aged,Existing Customer,1
56,M,2,High School,Unknown,$80K - $120K,Blue,36,1,1,1,4731.0,831,3900.0,0.96,8619.25,118,0.788,0.176,Older,Existing Customer,1
60,F,0,Graduate,Single,$40K - $60K,Blue,47,1,2,3,9502.0,1881,7621.0,0.717,8619.25,100,0.754,0.198,Older,Existing Customer,1
42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,3,0,23836.25,2370,27368.0,0.806,8619.25,97,0.902,0.08,Middle-aged,Existing Customer,1
48,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,3918.0,813,3105.0,1.149,8619.25,103,1.06,0.208,Middle-aged,Existing Customer,1
58,F,1,Unknown,Married,Less than $40K,Blue,40,1,2,3,3944.0,1006,2938.0,0.782,8619.25,124,0.851,0.255,Older,Existing Customer,1
55,M,2,Uneducated,Married,$120K +,Blue,48,2,1,2,6577.0,1800,4777.0,0.786,8619.25,120,0.69,0.274,Middle-aged,Existing Customer,1
51,M,1,Graduate,Married,$120K +,Gold,37,2,3,1,23836.25,2417,32099.0,0.947,8619.25,117,0.625,0.07,Middle-aged,Existing Customer,1
46,M,2,Post-Graduate,Married,$80K - $120K,Blue,26,1,3,1,23836.25,714,33802.0,0.883,8619.25,97,0.764,0.021,Middle-aged,Existing Customer,1
45,M,4,Graduate,Unknown,$60K - $80K,Blue,33,1,5,1,8670.0,1930,6740.0,0.933,8619.25,96,0.655,0.223,Middle-aged,Existing Customer,1
40,M,3,Graduate,Single,$80K - $120K,Blue,20,1,2,2,23836.25,0,32554.0,0.872,8528.0,87,1.122,0.0,Middle-aged,Attrited Customer,0
56,F,1,High School,Unknown,$40K - $60K,Blue,36,2,1,3,8331.0,0,8331.0,0.705,8619.25,103,0.689,0.0,Older,Existing Customer,1
34,F,4,High School,Single,Unknown,Silver,26,2,2,2,23836.25,1668,30388.0,0.771,8619.25,106,0.683,0.052,Young,Existing Customer,1
48,M,3,Uneducated,Married,$60K - $80K,Blue,36,1,1,2,15524.0,1148,14376.0,0.829,8619.25,106,0.71,0.074,Middle-aged,Existing Customer,1
45,F,3,Graduate,Married,Less than $40K,Blue,40,2,1,3,4010.0,2517,1493.0,0.71,8619.25,101,0.629,0.628,Middle-aged,Existing Customer,1
42,M,5,High School,Married,$60K - $80K,Blue,36,2,4,3,3275.0,1525,1750.0,0.749,8619.25,112,0.697,0.466,Middle-aged,Existing Customer,1
49,M,1,Unknown,Single,$60K - $80K,Blue,37,1,2,2,18349.0,1209,17140.0,0.738,8619.25,110,0.803,0.066,Middle-aged,Existing Customer,1
35,M,2,Post-Graduate,Single,$60K - $80K,Blue,24,2,3,1,3388.0,1659,1729.0,0.842,8619.25,100,0.724,0.49,Young,Existing Customer,1
32,M,0,Post-Graduate,Single,$40K - $60K,Blue,14,1,1,3,4015.0,0,4015.0,1.045,8363.0,65,0.806,0.0,Young,Attrited Customer,0
34,M,2,High School,Single,$60K - $80K,Blue,36,2,3,2,9719.0,2517,7202.0,0.906,8619.25,51,0.7,0.259,Young,Attrited Customer,0
33,M,2,Post-Graduate,Single,$80K - $120K,Blue,24,2,3,2,4178.0,2463,1715.0,0.815,8619.25,107,0.814,0.59,Young,Existing Customer,1
40,M,2,College,Married,$40K - $60K,Gold,31,1,2,1,3735.0,1474,2261.0,0.798,8619.25,130,0.757,0.395,Middle-aged,Existing Customer,1
43,M,4,Uneducated,Married,$60K - $80K,Silver,30,1,3,1,23836.25,1576,28280.0,0.8,8619.25,119,0.545,0.053,Middle-aged,Existing Customer,1
29,M,1,Uneducated,Single,$40K - $60K,Blue,22,2,3,3,11522.0,1203,10319.0,0.847,8619.25,119,0.831,0.104,Young,Existing Customer,1
42,M,3,Graduate,Married,$40K - $60K,Blue,37,2,2,3,3161.0,1788,1373.0,0.865,8619.25,117,0.828,0.566,Middle-aged,Existing Customer,1
48,M,2,Graduate,Married,$80K - $120K,Blue,28,1,3,3,14774.0,2517,12257.0,0.979,8293.0,63,0.703,0.17,Middle-aged,Attrited Customer,0
39,M,4,Unknown,Married,$60K - $80K,Gold,36,4,3,2,23836.25,2517,31999.0,0.841,8248.0,66,0.65,0.073,Middle-aged,Attrited Customer,0
51,F,2,Graduate,Married,Less than $40K,Blue,47,2,2,1,5118.0,980,4138.0,0.786,8619.25,109,0.627,0.191,Middle-aged,Existing Customer,1
41,M,2,College,Married,$80K - $120K,Blue,33,2,3,3,14682.0,2517,12165.0,1.041,8193.0,72,0.846,0.171,Middle-aged,Attrited Customer,0
42,M,4,Uneducated,Married,$40K - $60K,Blue,33,1,2,2,3108.0,2280,828.0,0.844,8619.25,99,0.8,0.734,Middle-aged,Existing Customer,1
32,M,3,Graduate,Married,$60K - $80K,Blue,36,1,1,1,3223.0,1413,1810.0,1.009,8619.25,103,0.635,0.438,Young,Existing Customer,1
43,M,1,Graduate,Married,$120K +,Blue,34,5,1,3,23836.25,2517,26095.0,0.712,8619.25,105,0.641,0.088,Middle-aged,Existing Customer,1
50,M,1,Graduate,Married,$60K - $80K,Silver,37,1,1,1,6224.0,777,5447.0,0.743,8619.25,112,0.623,0.125,Middle-aged,Existing Customer,1
44,M,4,Doctorate,Married,$80K - $120K,Blue,27,1,2,1,23836.25,1290,22844.0,0.814,8619.25,110,0.642,0.053,Middle-aged,Existing Customer,1
36,M,4,High School,Single,$120K +,Blue,36,1,3,3,23836.25,1898,26031.0,0.725,8619.25,123,0.732,0.068,Middle-aged,Existing Customer,1
44,F,4,Uneducated,Single,$40K - $60K,Blue,34,1,3,3,3657.0,0,3657.0,0.785,8619.25,95,0.667,0.0,Middle-aged,Existing Customer,1
47,F,3,Post-Graduate,Married,Less than $40K,Blue,28,1,3,1,8257.0,961,7296.0,0.741,8619.25,104,0.857,0.116,Middle-aged,Existing Customer,1
45,F,4,College,Single,$40K - $60K,Gold,30,1,2,1,23051.0,1836,21215.0,0.743,8619.25,107,0.814,0.08,Middle-aged,Existing Customer,1
53,F,2,Uneducated,Single,$40K - $60K,Blue,42,2,1,3,14839.0,2226,12613.0,0.828,8619.25,115,0.769,0.15,Middle-aged,Existing Customer,1
43,M,3,Unknown,Married,$60K - $80K,Blue,34,1,3,1,3755.0,1591,2164.0,0.883,8619.25,110,0.803,0.424,Middle-aged,Existing Customer,1
48,M,5,Unknown,Single,$60K - $80K,Blue,36,2,3,0,3862.0,0,3862.0,0.807,8619.25,125,0.712,0.0,Middle-aged,Existing Customer,1
37,M,1,Doctorate,Unknown,$60K - $80K,Blue,36,1,3,1,7539.0,0,7539.0,1.023,8619.25,129,0.743,0.0,Middle-aged,Existing Customer,1
43,M,4,High School,Married,$80K - $120K,Blue,35,2,3,2,10588.0,503,10085.0,0.918,7886.0,70,0.75,0.048,Middle-aged,Attrited Customer,0
59,M,2,Graduate,Single,$40K - $60K,Blue,50,2,1,2,11808.0,0,11808.0,0.813,8619.25,113,0.823,0.0,Older,Existing Customer,1
31,M,1,High School,Divorced,$40K - $60K,Silver,26,1,1,3,15504.0,1277,14227.0,0.612,8619.25,126,0.615,0.082,Young,Existing Customer,1
52,F,4,Uneducated,Divorced,Unknown,Blue,42,4,4,1,12091.0,0,12091.0,0.898,8127.0,74,0.805,0.0,Middle-aged,Attrited Customer,0
41,M,3,High School,Married,$80K - $120K,Blue,33,2,1,1,13818.0,609,13209.0,0.787,8619.25,101,0.656,0.044,Middle-aged,Existing Customer,1
53,F,2,Unknown,Married,$40K - $60K,Blue,48,2,3,3,4442.0,1107,3335.0,0.822,8619.25,109,0.912,0.249,Middle-aged,Existing Customer,1
55,M,3,High School,Married,$60K - $80K,Blue,50,2,1,2,5282.0,1144,4138.0,0.8,8619.25,115,0.597,0.217,Middle-aged,Existing Customer,1
41,M,3,College,Married,$80K - $120K,Blue,28,1,1,3,23836.25,1617,32899.0,0.625,8619.25,93,0.722,0.047,Middle-aged,Existing Customer,1
55,M,1,High School,Single,$80K - $120K,Blue,42,1,4,2,23836.25,1583,32933.0,0.824,8619.25,112,0.672,0.046,Middle-aged,Existing Customer,1
31,F,1,Unknown,Married,Less than $40K,Silver,36,2,3,1,10353.0,1520,8833.0,0.724,8619.25,124,0.746,0.147,Young,Existing Customer,1
48,M,3,Graduate,Married,$80K - $120K,Blue,43,1,4,1,9959.0,0,9959.0,0.751,8619.25,125,0.866,0.0,Middle-aged,Existing Customer,1
42,M,2,Graduate,Married,$60K - $80K,Blue,36,2,2,1,6280.0,2181,4099.0,0.795,8619.25,92,0.878,0.347,Middle-aged,Existing Customer,1
57,M,4,Unknown,Divorced,$120K +,Blue,36,2,2,3,13694.0,2219,11475.0,1.078,8619.25,63,0.8,0.162,Older,Attrited Customer,0
34,M,2,Graduate,Single,Less than $40K,Blue,23,1,3,2,8940.0,1518,7422.0,0.726,8619.25,97,0.702,0.17,Young,Existing Customer,1
54,M,2,Uneducated,Married,$60K - $80K,Blue,45,2,3,1,6546.0,1908,4638.0,0.697,8619.25,112,0.672,0.291,Middle-aged,Existing Customer,1
46,F,2,Unknown,Married,Unknown,Silver,39,1,1,2,23836.25,992,31595.0,1.139,8619.25,113,0.687,0.03,Middle-aged,Existing Customer,1
38,M,2,Graduate,Single,$60K - $80K,Blue,25,1,1,1,11474.0,0,11474.0,0.628,8619.25,98,0.661,0.0,Middle-aged,Existing Customer,1
40,M,5,Unknown,Single,$120K +,Silver,31,1,3,3,23836.25,2203,32313.0,0.728,8619.25,96,0.92,0.064,Middle-aged,Existing Customer,1
56,F,2,High School,Married,Less than $40K,Blue,46,4,3,3,9463.0,764,8699.0,0.994,7106.0,61,0.906,0.081,Older,Attrited Customer,0
44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,1,1,2,12552.0,1405,11147.0,0.702,8619.25,95,0.792,0.112,Middle-aged,Existing Customer,1
39,M,2,Graduate,Single,$60K - $80K,Blue,24,2,3,2,21679.0,1073,20606.0,0.745,8619.25,115,0.797,0.049,Middle-aged,Existing Customer,1
42,M,5,Post-Graduate,Unknown,$40K - $60K,Blue,36,1,2,2,10531.0,2330,8201.0,0.757,8619.25,118,0.662,0.221,Middle-aged,Existing Customer,1
60,F,1,Uneducated,Single,Less than $40K,Blue,47,1,3,2,4905.0,2413,2492.0,0.853,8619.25,109,0.73,0.492,Older,Existing Customer,1
35,M,3,College,Unknown,$80K - $120K,Silver,29,2,2,2,23836.25,0,34516.0,0.758,8619.25,106,0.738,0.0,Young,Existing Customer,1
42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,2,3,23836.25,2120,32396.0,0.9,8619.25,97,0.644,0.061,Middle-aged,Existing Customer,1
30,M,2,Graduate,Married,Less than $40K,Silver,18,1,1,3,10017.0,726,9291.0,0.924,8619.25,68,0.619,0.072,Young,Attrited Customer,0
37,M,2,Uneducated,Unknown,$80K - $120K,Blue,18,1,1,2,23836.25,518,31314.0,0.972,8619.25,59,0.788,0.016,Middle-aged,Attrited Customer,0
37,F,1,Graduate,Married,Less than $40K,Blue,19,2,3,2,5843.0,1346,4497.0,0.641,8619.25,95,0.863,0.23,Middle-aged,Existing Customer,1
43,M,2,Graduate,Single,$80K - $120K,Blue,36,2,2,1,23836.25,1613,32814.0,0.704,8619.25,112,0.672,0.047,Middle-aged,Existing Customer,1
34,M,3,High School,Unknown,$80K - $120K,Silver,21,1,2,3,23836.25,0,34516.0,0.794,8619.25,50,1.083,0.0,Young,Attrited Customer,0
48,M,3,Unknown,Unknown,$80K - $120K,Platinum,40,1,2,3,23836.25,1723,32793.0,0.628,8619.25,98,0.782,0.05,Middle-aged,Existing Customer,1
31,M,0,Graduate,Divorced,$80K - $120K,Silver,19,1,3,3,23836.25,1984,32532.0,0.757,8619.25,96,0.811,0.057,Young,Existing Customer,1
47,F,3,Doctorate,Married,Less than $40K,Blue,35,2,3,2,4779.0,2517,2262.0,0.929,8619.25,63,0.658,0.527,Middle-aged,Attrited Customer,0
51,M,1,Unknown,Single,$60K - $80K,Blue,22,2,3,3,4248.0,1177,3071.0,0.821,8619.25,116,0.785,0.277,Middle-aged,Existing Customer,1
43,M,0,Post-Graduate,Single,$40K - $60K,Blue,37,1,2,3,7872.0,989,6883.0,0.809,8619.25,104,0.733,0.126,Middle-aged,Existing Customer,1
41,F,3,Graduate,Unknown,Less than $40K,Blue,13,1,3,2,6077.0,1421,4656.0,0.739,8619.25,97,0.764,0.234,Middle-aged,Existing Customer,1
48,F,3,Graduate,Single,Less than $40K,Blue,36,2,3,1,3882.0,2029,1853.0,0.751,8619.25,128,0.707,0.523,Middle-aged,Existing Customer,1
41,F,2,High School,Married,Less than $40K,Blue,24,1,1,1,7207.0,1645,5562.0,0.969,8619.25,96,0.745,0.228,Middle-aged,Existing Customer,1
48,F,4,Unknown,Single,$40K - $60K,Blue,36,1,1,2,6121.0,1679,4442.0,0.705,8619.25,117,0.887,0.274,Middle-aged,Existing Customer,1
40,M,4,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,23836.25,572,33944.0,1.05,8619.25,81,1.077,0.017,Middle-aged,Attrited Customer,0
32,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,3535.0,1964,1571.0,0.661,8619.25,85,0.809,0.556,Young,Existing Customer,1
55,F,2,Unknown,Single,Unknown,Silver,37,2,2,3,23836.25,1783,32733.0,0.821,8472.0,80,0.739,0.052,Middle-aged,Attrited Customer,0
50,M,1,Graduate,Single,$80K - $120K,Silver,43,6,3,3,23836.25,432,34084.0,0.807,8619.25,72,1.0,0.013,Middle-aged,Attrited Customer,0
49,M,2,Unknown,Married,$60K - $80K,Blue,36,2,1,2,6224.0,1329,4895.0,0.74,8619.25,93,0.755,0.214,Middle-aged,Existing Customer,1
37,F,0,Doctorate,Single,Less than $40K,Blue,36,2,2,3,9178.0,1585,7593.0,0.617,8619.25,110,0.803,0.173,Middle-aged,Existing Customer,1
31,M,1,High School,Married,$60K - $80K,Blue,24,2,1,3,4328.0,1493,2835.0,0.651,8619.25,120,0.765,0.345,Young,Existing Customer,1
52,M,2,College,Married,$80K - $120K,Blue,36,1,2,2,9959.0,1049,8910.0,0.976,8619.25,99,0.941,0.105,Middle-aged,Existing Customer,1
60,F,0,Uneducated,Single,Less than $40K,Blue,47,1,2,2,9634.0,2076,7558.0,0.876,8619.25,102,0.759,0.215,Older,Existing Customer,1
35,F,2,Unknown,Divorced,Unknown,Blue,31,2,2,2,19033.0,1555,17478.0,1.001,8619.25,116,0.812,0.082,Young,Existing Customer,1
48,M,1,Uneducated,Married,$60K - $80K,Blue,39,2,3,1,8624.0,1709,6915.0,0.967,8619.25,111,0.82,0.198,Middle-aged,Existing Customer,1
44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,1,2,2,3575.0,0,3575.0,0.843,7672.0,66,0.737,0.0,Middle-aged,Attrited Customer,0
44,F,2,Graduate,Unknown,$40K - $60K,Blue,34,2,3,3,5508.0,0,5508.0,0.89,7507.0,78,0.733,0.0,Middle-aged,Attrited Customer,0
31,M,2,Graduate,Single,Less than $40K,Blue,19,1,2,3,5871.0,1829,4042.0,0.81,8619.25,117,0.746,0.312,Young,Existing Customer,1
56,M,1,Uneducated,Single,$60K - $80K,Blue,36,6,4,3,15219.0,2281,12938.0,0.832,7625.0,78,0.95,0.15,Older,Attrited Customer,0
46,M,2,Uneducated,Single,$120K +,Blue,32,2,3,1,23836.25,2328,32188.0,0.855,8619.25,121,0.729,0.067,Middle-aged,Existing Customer,1
29,M,1,Uneducated,Married,$40K - $60K,Blue,23,1,3,1,8147.0,1750,6397.0,0.751,8619.25,114,0.869,0.215,Young,Existing Customer,1
37,F,2,Post-Graduate,Single,Less than $40K,Blue,28,1,3,1,3525.0,1519,2006.0,0.685,8619.25,110,1.0,0.431,Middle-aged,Existing Customer,1
32,M,1,Graduate,Married,$40K - $60K,Blue,24,1,1,2,9711.0,972,8739.0,0.647,8619.25,115,0.742,0.1,Young,Existing Customer,1
52,M,2,High School,Married,$80K - $120K,Blue,47,1,1,1,11358.0,1425,9933.0,0.611,8619.25,92,0.673,0.125,Middle-aged,Existing Customer,1
58,F,3,Graduate,Married,Less than $40K,Blue,47,1,2,1,6765.0,0,6765.0,0.739,8619.25,124,0.771,0.0,Older,Existing Customer,1
41,M,4,Graduate,Married,$80K - $120K,Blue,36,1,3,6,4725.0,1253,3472.0,1.008,8619.25,77,0.974,0.265,Middle-aged,Attrited Customer,0
50,F,4,Graduate,Single,Less than $40K,Blue,37,1,2,3,3699.0,913,2786.0,0.866,7297.0,71,0.69,0.247,Middle-aged,Attrited Customer,0
29,M,1,Graduate,Married,$80K - $120K,Silver,36,1,2,1,23836.25,1666,32850.0,0.82,8619.25,116,0.812,0.048,Young,Existing Customer,1
32,F,0,High School,Divorced,Less than $40K,Blue,25,2,3,0,8851.0,1753,7098.0,0.627,8619.25,110,0.864,0.198,Young,Existing Customer,1
52,F,1,College,Unknown,Less than $40K,Blue,39,1,2,1,8506.0,0,8506.0,0.719,8619.25,113,0.638,0.0,Middle-aged,Existing Customer,1
48,M,2,Graduate,Divorced,Less than $40K,Blue,36,1,3,2,3442.0,1229,2213.0,0.81,8619.25,100,0.724,0.357,Middle-aged,Existing Customer,1
33,F,2,Graduate,Married,Less than $40K,Blue,24,1,3,2,3731.0,0,3731.0,0.767,8619.25,92,0.84,0.0,Young,Existing Customer,1
51,F,2,Unknown,Married,Less than $40K,Blue,46,1,6,3,7744.0,1893,5851.0,0.813,8619.25,124,0.722,0.244,Middle-aged,Existing Customer,1
46,M,2,High School,Single,$40K - $60K,Blue,32,2,3,2,5972.0,0,5972.0,0.606,8619.25,116,0.706,0.0,Middle-aged,Existing Customer,1
47,M,2,Unknown,Divorced,$80K - $120K,Blue,37,1,2,2,21714.0,1969,19745.0,0.944,8619.25,104,0.625,0.091,Middle-aged,Existing Customer,1
32,M,1,Uneducated,Single,$80K - $120K,Blue,15,2,2,1,3371.0,1530,1841.0,0.828,8619.25,118,0.815,0.454,Young,Existing Customer,1
50,F,2,Graduate,Married,Less than $40K,Blue,38,2,1,1,9546.0,960,8586.0,0.71,8619.25,111,0.657,0.101,Middle-aged,Existing Customer,1
28,F,1,Post-Graduate,Single,Less than $40K,Blue,14,2,3,3,3848.0,0,3848.0,0.841,8619.25,105,0.694,0.0,Young,Existing Customer,1
44,M,3,Graduate,Single,$40K - $60K,Blue,40,1,3,1,9199.0,1230,7969.0,0.591,8619.25,123,0.685,0.134,Middle-aged,Existing Customer,1
43,M,2,High School,Married,$60K - $80K,Blue,31,2,3,1,13381.0,1845,11536.0,0.883,8619.25,116,0.871,0.138,Middle-aged,Existing Customer,1
50,F,1,Graduate,Single,$40K - $60K,Blue,36,2,1,3,2833.0,1622,1211.0,0.951,8619.25,101,0.712,0.573,Middle-aged,Existing Customer,1
53,F,2,Post-Graduate,Single,Unknown,Blue,41,2,2,3,15101.0,1396,13705.0,0.692,8619.25,96,0.655,0.092,Middle-aged,Existing Customer,1
58,F,3,Unknown,Married,Less than $40K,Blue,48,2,1,2,3603.0,1465,2138.0,0.63,8619.25,101,0.656,0.407,Older,Existing Customer,1
51,F,0,Doctorate,Single,Less than $40K,Blue,38,2,2,2,4132.0,2517,1615.0,0.786,8619.25,129,0.697,0.609,Middle-aged,Existing Customer,1
39,F,0,College,Single,Less than $40K,Blue,36,1,2,2,4366.0,1870,2496.0,0.814,8619.25,127,0.764,0.428,Middle-aged,Existing Customer,1
42,M,4,Graduate,Single,$40K - $60K,Blue,36,1,1,2,6128.0,2239,3889.0,0.768,8619.25,116,0.681,0.365,Middle-aged,Existing Customer,1
44,M,3,Graduate,Unknown,$60K - $80K,Gold,29,2,3,2,23836.25,2517,31999.0,0.579,6782.0,67,0.763,0.073,Middle-aged,Attrited Customer,0
